Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Date,Time,Payment,Rating
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,3/17/2019,19:06,Credit card,8.4
883-17-4236,A,Naypyitaw,Normal,Female,Sports and travel,14.39,2,3/2/2019,19:44,Credit card,7.2
290-68-2984,C,Yangon,Normal,Male,Home and lifestyle,23.75,4,3/16/2019,11:22,Cash,5.2
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,1/6/2019,11:23,Cash,8.9
110-48-7033,A,Mandalay,Member,Male,Fashion accessories,32.62,4,1/29/2019,14:12,Cash,9
366-93-0948,B,Yangon,Member,Male,Electronic accessories,66.35,1,1/31/2019,10:46,Credit card,9.7
729-09-9681,C,Yangon,Member,Male,Home and lifestyle,25.91,6,2/5/2019,10:16,Ewallet,8.7
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,2/13/2019,12:38,Ewallet,6.5
380-94-4661,B,Naypyitaw,Member,Male,Electronic accessories,65.94,4,2/7/2019,13:05,Credit card,6.9
850-41-9669,B,Yangon,Normal,Female,Electronic accessories,75.06,9,3/19/2019,13:25,Ewallet,6.2
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3/7/2019,14:53,Ewallet,5.6
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,3/13/2019,19:22,Cash,5.7
447-15-7839,C,Yangon,Member,Female,Sports and travel,22.24,10,2/9/2019,11:00,Cash,4.2
154-74-7179,C,Mandalay,Normal,Male,Sports and travel,54.45,1,2/26/2019,19:24,Ewallet,7.9
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,3/12/2019,12:43,Credit card,8.7
808-65-0703,A,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,3/14/2019,17:22,Credit card,6.9
571-94-0759,A,Mandalay,Member,Female,Food and beverages,74.6,10,1/8/2019,20:55,Cash,9.5
144-51-6085,B,Yangon,Member,Male,Home and lifestyle,70.74,4,1/5/2019,16:05,Credit card,4.4
731-14-2199,C,Yangon,Member,Female,Home and lifestyle,35.54,10,1/4/2019,13:34,Ewallet,7
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,3/6/2019,18:13,Ewallet,6.3
687-15-1097,B,Naypyitaw,Member,Female,Health and beauty,21.12,2,1/3/2019,19:17,Cash,9.7
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,1/7/2019,11:44,Credit card,8.8
633-91-1052,B,Yangon,Normal,Female,Home and lifestyle,12.03,2,1/27/2019,15:51,Cash,5.1
477-24-6490,C,Mandalay,Normal,Female,Health and beauty,99.71,6,2/26/2019,16:52,Ewallet,7.9
566-19-5475,A,Mandalay,Normal,Male,Fashion accessories,47.97,7,1/7/2019,20:52,Cash,6.2
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,1/7/2019,17:36,Cash,7.1
376-56-3573,A,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,2/2/2019,13:23,Ewallet,6.4
537-72-0426,B,Naypyitaw,Member,Male,Fashion accessories,70.99,10,3/20/2019,16:28,Cash,5.7
828-61-5674,C,Yangon,Member,Male,Sports and travel,44.02,10,3/20/2019,19:57,Credit card,9.6
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,2/15/2019,17:01,Credit card,6.4
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37,1,3/6/2019,13:29,Credit card,7.9
490-29-1201,B,Yangon,Normal,Female,Sports and travel,15.34,1,1/6/2019,11:09,Cash,6.5
667-92-0055,C,Yangon,Member,Male,Health and beauty,99.83,6,3/4/2019,15:02,Ewallet,8.5
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,3/12/2019,14:21,Cash,9.1
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,2/20/2019,18:01,Cash,7.6
593-95-4461,A,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3/24/2019,14:49,Cash,6.9
226-71-3580,B,Naypyitaw,Normal,Female,Sports and travel,23.75,9,1/31/2019,12:02,Cash,9.5
283-79-9594,C,Mandalay,Normal,Female,Food and beverages,48.51,7,1/25/2019,13:30,Credit card,5.2
430-60-3493,B,Yangon,Member,Female,Home and lifestyle,94.88,7,2/3/2019,14:38,Cash,4.2
139-20-0155,A,Mandalay,Member,Male,Electronic accessories,40.3,10,1/24/2019,17:37,Credit card,7
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,3/14/2019,17:20,Ewallet,6
278-97-7759,C,Yangon,Member,Female,Electronic accessories,62.48,1,2/18/2019,20:29,Cash,4.7
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,1/21/2019,10:00,Cash,7.1
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,3/13/2019,11:46,Ewallet,5.9
211-05-0490,A,Naypyitaw,Member,Female,Electronic accessories,51.92,5,3/3/2019,13:42,Cash,7.5
727-75-6477,B,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,3/29/2019,14:44,Cash,6.4
744-02-5987,B,Yangon,Member,Male,Home and lifestyle,78.38,6,1/10/2019,14:16,Ewallet,5.8
307-83-9164,C,Yangon,Member,Male,Home and lifestyle,60.01,4,1/25/2019,15:54,Cash,4.5
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,1/19/2019,10:21,Cash,7.7
446-47-6729,A,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,1/2/2019,18:09,Credit card,6.7
573-10-3877,C,Mandalay,Member,Male,Health and beauty,39.01,1,3/12/2019,16:46,Credit card,4.7
735-06-4124,B,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2/25/2019,15:31,Cash,4.4
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,3/18/2019,17:15,Credit card,4.7
396-90-2219,A,Mandalay,Normal,Female,Electronic accessories,14.96,8,2/23/2019,12:29,Cash,8.6
411-77-0180,B,Yangon,Member,Male,Electronic accessories,72.2,7,3/26/2019,20:14,Ewallet,4.3
286-01-5402,C,Yangon,Normal,Female,Sports and travel,40.23,7,3/30/2019,13:22,Cash,9.6
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,2/17/2019,17:09,Cash,4.1
512-98-1403,B,Yangon,Member,Female,Electronic accessories,26.48,3,3/21/2019,10:40,Ewallet,4.7
848-42-2560,C,Yangon,Normal,Female,Fashion accessories,81.91,2,3/5/2019,17:43,Cash,7.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,1/31/2019,14:04,Cash,5.5
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,2/5/2019,19:05,Ewallet,9.7
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,2/1/2019,10:08,Credit card,4.4
423-64-4619,B,Yangon,Member,Female,Health and beauty,15.55,9,3/7/2019,13:12,Cash,5
227-07-4446,A,Naypyitaw,Member,Female,Electronic accessories,78.13,10,2/10/2019,20:51,Cash,4.4
174-36-3675,B,Naypyitaw,Member,Male,Food and beverages,99.37,2,2/14/2019,17:29,Cash,5.2
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,2/9/2019,10:25,Cash,7.3
603-07-0961,A,Naypyitaw,Member,Male,Electronic accessories,74.79,5,1/10/2019,11:34,Cash,4.9
704-20-4138,B,Naypyitaw,Member,Female,Health and beauty,29.67,7,3/11/2019,18:58,Credit card,8.1
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,2/18/2019,16:28,Ewallet,8.4
649-11-3678,A,Naypyitaw,Normal,Female,Food and beverages,22.93,9,2/26/2019,20:26,Cash,5.5
622-20-1945,B,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1/18/2019,15:08,Cash,8.4
372-94-8041,C,Yangon,Normal,Male,Health and beauty,15.26,6,2/15/2019,18:03,Ewallet,9.8
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,3/8/2019,13:21,Cash,6.7
746-54-5508,B,Yangon,Normal,Male,Home and lifestyle,21.52,6,1/17/2019,12:48,Credit card,9.4
276-54-0879,A,Mandalay,Normal,Male,Sports and travel,97.74,4,3/12/2019,19:53,Ewallet,6.4
815-11-1168,C,Yangon,Member,Male,Food and beverages,99.78,5,3/9/2019,19:09,Cash,5.4
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,3/12/2019,16:30,Cash,8.6
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,1/25/2019,10:11,Credit card,4
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,3/25/2019,13:07,Cash,7.6
868-81-1752,C,Mandalay,Normal,Male,Home and lifestyle,22.02,9,2/7/2019,18:48,Cash,6.8
634-97-8956,B,Yangon,Normal,Male,Food and beverages,32.9,3,2/17/2019,17:27,Credit card,9.1
566-71-1091,C,Yangon,Normal,Male,Fashion accessories,77.02,5,2/3/2019,15:59,Cash,5.5
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,3/14/2019,11:21,Credit card,7.9
835-16-0096,A,Naypyitaw,Member,Male,Sports and travel,14.7,5,3/24/2019,13:48,Ewallet,8.5
527-09-6272,B,Yangon,Member,Female,Electronic accessories,28.45,5,3/21/2019,10:17,Credit card,9.1
898-04-2717,C,Yangon,Normal,Male,Fashion accessories,76.4,9,3/19/2019,15:49,Ewallet,7.5
692-27-8933,A,Mandalay,Normal,Female,Sports and travel,57.95,6,2/24/2019,13:02,Cash,5.2
633-09-3463,B,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,3/28/2019,12:58,Credit card,9.5
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,2/5/2019,15:26,Credit card,8.9
378-07-7001,C,Mandalay,Member,Male,Electronic accessories,48.09,3,2/10/2019,18:23,Credit card,7.8
433-75-6987,A,Mandalay,Member,Female,Health and beauty,55.97,7,3/5/2019,19:06,Ewallet,8.9
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,2/15/2019,20:21,Cash,7.7
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,1/30/2019,16:24,Ewallet,9.3
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,2/14/2019,15:04,Cash,6.2
135-84-8019,B,Yangon,Normal,Female,Fashion accessories,77.93,9,2/27/2019,16:10,Ewallet,7.6
441-94-7118,C,Yangon,Member,Male,Electronic accessories,71.95,1,2/4/2019,12:14,Cash,7.3
725-96-3778,A,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,1/20/2019,10:13,Cash,4.7
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,3/28/2019,17:38,Cash,5.1
400-45-1220,C,Mandalay,Normal,Female,Health and beauty,13.5,10,2/27/2019,11:06,Credit card,4.8
860-79-0874,B,Naypyitaw,Member,Female,Fashion accessories,99.3,10,2/15/2019,14:53,Credit card,6.6
834-61-8124,B,Yangon,Normal,Male,Electronic accessories,51.69,7,1/26/2019,18:22,Cash,5.5
115-99-4379,A,Mandalay,Member,Female,Fashion accessories,54.73,7,3/14/2019,19:02,Credit card,8.5
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,3/2/2019,14:16,Cash,4.8
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,3/4/2019,15:44,Cash,8.4
889-04-9723,C,Mandalay,Member,Female,Food and beverages,89.14,4,1/7/2019,12:20,Credit card,7.8
632-90-0281,A,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,3/8/2019,20:01,Credit card,9.3
554-42-2417,B,Naypyitaw,Normal,Female,Sports and travel,95.44,10,1/9/2019,13:45,Cash,5.2
453-63-6187,A,Mandalay,Normal,Male,Electronic accessories,27.5,3,3/1/2019,15:40,Ewallet,6.5
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3/16/2019,16:58,Cash,5.6
612-36-5536,C,Yangon,Member,Male,Food and beverages,80.96,8,2/17/2019,11:12,Credit card,7.4
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,2/27/2019,15:12,Cash,9.1
471-41-2823,A,Naypyitaw,Normal,Male,Food and beverages,99.79,2,3/7/2019,20:37,Ewallet,8
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,1/21/2019,17:44,Cash,7.2
272-27-9238,B,Naypyitaw,Normal,Female,Food and beverages,41.24,4,2/19/2019,16:23,Cash,7.1
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,1/6/2019,12:12,Cash,9.1
122-61-9553,A,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,3/14/2019,19:33,Cash,5.6
468-88-0009,B,Yangon,Member,Male,Home and lifestyle,65.94,4,3/24/2019,10:29,Cash,6
613-59-9758,B,Naypyitaw,Normal,Female,Sports and travel,14.36,10,1/27/2019,14:28,Cash,5.4
254-31-0042,C,Yangon,Member,Male,Electronic accessories,21.5,9,3/6/2019,12:46,Credit card,7.8
201-86-2184,A,Mandalay,Member,Female,Electronic accessories,26.26,7,2/2/2019,19:40,Cash,9.9
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,1/25/2019,19:39,Credit card,4.9
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,3/14/2019,17:54,Ewallet,5.2
382-25-8917,A,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,1/29/2019,12:25,Cash,8.9
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,1/3/2019,16:47,Credit card,9.1
667-23-5919,B,Yangon,Member,Female,Fashion accessories,96.7,5,1/14/2019,12:52,Ewallet,7
843-01-4703,C,Mandalay,Member,Female,Home and lifestyle,35.38,9,1/5/2019,19:50,Credit card,9.6
743-88-1662,B,Naypyitaw,Normal,Male,Sports and travel,95.49,7,2/22/2019,18:17,Ewallet,8.7
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,2/6/2019,17:20,Ewallet,9.4
182-69-8360,A,Mandalay,Normal,Female,Electronic accessories,23.65,4,1/30/2019,13:32,Credit card,4
289-15-7034,C,Yangon,Member,Male,Sports and travel,82.33,4,1/11/2019,10:37,Credit card,7.5
462-78-5240,A,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,3/19/2019,14:35,Cash,4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,1/14/2019,12:09,Cash,9.9
153-58-4872,B,Naypyitaw,Member,Female,Food and beverages,74.89,4,3/1/2019,15:32,Ewallet,4.2
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,1/6/2019,13:58,Ewallet,9.9
525-88-7307,C,Mandalay,Member,Male,Sports and travel,75.82,1,1/31/2019,13:19,Cash,5.8
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,3/11/2019,13:37,Cash,6
725-56-0833,B,Yangon,Normal,Female,Health and beauty,32.32,10,2/20/2019,16:49,Credit card,10
394-41-0748,A,Naypyitaw,Member,Female,Fashion accessories,54.07,9,1/27/2019,14:55,Ewallet,9.5
596-42-3999,A,Mandalay,Normal,Male,Food and beverages,18.22,7,3/10/2019,14:04,Credit card,6.6
541-89-9860,B,Naypyitaw,Member,Female,Fashion accessories,80.48,3,2/15/2019,12:31,Cash,8.1
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,1/26/2019,14:51,Cash,9.7
563-36-9814,C,Yangon,Member,Male,Electronic accessories,76.82,1,2/13/2019,18:27,Ewallet,7.2
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,3/9/2019,12:45,Credit card,6.2
885-17-6250,B,Yangon,Normal,Female,Health and beauty,79.74,1,3/6/2019,10:36,Ewallet,7.3
726-27-2396,C,Yangon,Normal,Female,Health and beauty,77.5,5,1/24/2019,20:36,Ewallet,4.3
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,3/13/2019,14:16,Ewallet,4.6
760-54-1821,C,Mandalay,Normal,Male,Home and lifestyle,13.59,9,3/15/2019,10:26,Cash,5.8
793-10-3222,A,Mandalay,Member,Female,Health and beauty,41.06,6,3/5/2019,13:30,Credit card,8.3
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,3/4/2019,16:28,Cash,8
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,3/25/2019,20:18,Credit card,9.4
651-61-0874,A,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,3/12/2019,20:04,Credit card,6.2
236-86-3015,B,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,2/4/2019,13:38,Ewallet,9.8
831-64-0259,C,Mandalay,Normal,Female,Fashion accessories,39.75,5,2/22/2019,10:43,Ewallet,9.6
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,2/16/2019,17:30,Ewallet,4.9
882-40-4577,B,Yangon,Member,Male,Sports and travel,67.26,4,1/19/2019,15:28,Credit card,8
732-67-5346,C,Yangon,Normal,Male,Food and beverages,13.79,5,1/11/2019,19:07,Credit card,7.8
725-32-9708,A,Mandalay,Member,Female,Fashion accessories,68.71,4,1/4/2019,19:01,Cash,4.1
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,3/4/2019,19:48,Ewallet,5.5
372-26-1506,A,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,1/28/2019,19:24,Ewallet,5.4
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,1/2/2019,13:00,Cash,5.1
569-71-4390,A,Mandalay,Normal,Male,Sports and travel,21.87,2,1/25/2019,14:29,Ewallet,6.9
132-23-6451,B,Yangon,Member,Male,Health and beauty,20.97,5,1/4/2019,13:21,Cash,7.8
696-90-2548,C,Yangon,Normal,Male,Sports and travel,25.84,3,3/10/2019,18:55,Ewallet,6.6
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,3/22/2019,19:36,Ewallet,9.2
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,1/25/2019,16:28,Ewallet,7.8
750-57-9686,B,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,1/8/2019,13:48,Credit card,8.7
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,1/22/2019,10:57,Ewallet,9.2
848-07-1692,C,Mandalay,Normal,Female,Health and beauty,57.22,2,1/12/2019,17:13,Ewallet,8.3
745-71-3520,B,Yangon,Member,Female,Electronic accessories,25.22,7,2/4/2019,10:23,Cash,8.2
266-76-6436,A,Naypyitaw,Member,Female,Food and beverages,38.6,3,3/28/2019,13:57,Ewallet,7.5
740-22-2500,B,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,1/23/2019,13:29,Cash,9.8
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,2/8/2019,13:00,Credit card,8.7
301-81-8610,A,Mandalay,Member,Male,Fashion accessories,25.42,8,3/19/2019,19:42,Credit card,6.7
489-64-4354,A,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,3/9/2019,15:36,Cash,5
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,1/2/2019,13:40,Cash,7
269-10-8440,C,Yangon,Member,Male,Health and beauty,53.17,7,1/21/2019,18:01,Cash,8.9
650-98-6268,C,Mandalay,Member,Female,Food and beverages,20.87,3,3/20/2019,13:53,Credit card,8
741-73-3559,A,Mandalay,Normal,Male,Sports and travel,67.27,5,2/27/2019,17:27,Cash,6.9
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,3/8/2019,10:53,Ewallet,7.3
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,1/31/2019,19:48,Credit card,6.9
574-57-9721,B,Naypyitaw,Normal,Male,Food and beverages,43.27,2,3/8/2019,16:53,Ewallet,5.7
459-50-7686,B,Yangon,Normal,Female,Electronic accessories,23.46,6,1/13/2019,19:14,Ewallet,6.4
616-87-0016,C,Mandalay,Normal,Male,Fashion accessories,95.54,7,3/9/2019,14:36,Credit card,9.6
837-55-7229,A,Mandalay,Normal,Female,Fashion accessories,47.44,1,2/22/2019,18:19,Credit card,6.8
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,3/19/2019,19:09,Ewallet,9
257-73-1380,A,Naypyitaw,Member,Male,Sports and travel,82.93,4,1/20/2019,16:51,Ewallet,9.6
345-08-4992,C,Yangon,Normal,Male,Home and lifestyle,33.99,6,3/8/2019,15:37,Credit card,7.7
549-96-4200,B,Naypyitaw,Member,Male,Food and beverages,17.04,4,3/8/2019,20:15,Ewallet,7
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,2/7/2019,14:38,Credit card,6.5
450-28-2866,A,Naypyitaw,Member,Male,Food and beverages,17.44,5,1/15/2019,19:25,Cash,8.1
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,3/22/2019,19:35,Credit card,4.3
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,1/15/2019,15:42,Credit card,6.5
192-98-7397,B,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,1/8/2019,14:11,Ewallet,9.5
301-11-9629,B,Yangon,Normal,Female,Sports and travel,19.1,7,1/15/2019,10:43,Cash,9.7
390-80-5128,C,Mandalay,Member,Female,Health and beauty,19.15,1,1/28/2019,17:58,Credit card,9.5
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,2/14/2019,11:26,Credit card,8.9
453-12-7053,A,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,3/10/2019,17:38,Credit card,6.5
296-11-7041,A,Mandalay,Member,Female,Health and beauty,27.07,1,1/12/2019,20:07,Credit card,5.3
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,3/26/2019,11:02,Credit card,9.6
891-01-7034,A,Mandalay,Normal,Female,Electronic accessories,74.71,6,1/1/2019,19:07,Cash,6.7
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,1/2/2019,18:50,Cash,7.6
727-17-0390,C,Yangon,Normal,Female,Food and beverages,63.61,5,3/16/2019,12:43,Ewallet,4.8
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1,3/3/2019,15:09,Ewallet,5.5
187-83-5490,B,Yangon,Member,Male,Electronic accessories,20.77,4,1/31/2019,13:47,Cash,4.7
767-54-1907,C,Mandalay,Member,Female,Fashion accessories,29.56,5,2/13/2019,16:59,Cash,6.9
710-46-4433,A,Mandalay,Member,Female,Food and beverages,77.4,9,2/15/2019,14:15,Credit card,4.5
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,2/7/2019,20:24,Cash,6.2
325-90-8763,B,Naypyitaw,Member,Female,Electronic accessories,46.57,10,1/27/2019,13:58,Cash,7.6
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,2/23/2019,16:52,Credit card,7.9
639-76-1242,A,Naypyitaw,Normal,Male,Food and beverages,40.52,5,2/3/2019,15:19,Cash,4.5
234-03-4040,C,Mandalay,Member,Female,Food and beverages,73.05,10,3/3/2019,12:25,Credit card,8.7
326-71-2155,B,Naypyitaw,Normal,Female,Sports and travel,73.95,4,2/3/2019,10:02,Cash,6.1
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,3/17/2019,18:58,Cash,6.4
470-32-9057,C,Yangon,Member,Male,Food and beverages,51.34,5,3/28/2019,15:31,Credit card,9.1
878-30-2331,A,Naypyitaw,Member,Female,Sports and travel,54.55,10,3/2/2019,11:22,Credit card,7.1
440-59-5691,B,Naypyitaw,Member,Female,Health and beauty,37.15,7,2/8/2019,13:12,Credit card,7.7
554-53-3790,A,Mandalay,Normal,Male,Sports and travel,37.02,6,3/22/2019,18:33,Cash,4.5
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,2/9/2019,10:02,Ewallet,7.2
233-34-0817,A,Naypyitaw,Member,Female,Electronic accessories,98.84,1,2/15/2019,11:21,Cash,8.4
767-05-1286,B,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,1/23/2019,12:10,Ewallet,5.4
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,1/25/2019,11:40,Cash,9.7
405-31-3305,B,Yangon,Member,Male,Fashion accessories,43.13,10,2/2/2019,18:31,Credit card,5.5
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,3/30/2019,17:58,Cash,4.6
676-39-6028,C,Yangon,Member,Female,Electronic accessories,64.44,5,3/30/2019,17:04,Cash,6.6
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,2/25/2019,20:35,Credit card,6.3
485-30-8700,B,Yangon,Normal,Female,Sports and travel,33.26,5,3/18/2019,16:10,Credit card,4.2
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,3/7/2019,16:54,Ewallet,4.4
701-69-8742,C,Mandalay,Normal,Male,Sports and travel,34.37,10,3/16/2019,10:11,Ewallet,6.7
575-67-1508,C,Yangon,Normal,Male,Electronic accessories,38.6,1,1/29/2019,11:26,Ewallet,6.7
541-08-3113,A,Naypyitaw,Normal,Male,Food and beverages,65.97,8,2/2/2019,20:29,Cash,8.4
246-11-3901,B,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,2/15/2019,12:12,Cash,6.2
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,1/8/2019,13:05,Ewallet,5
305-18-3552,A,Mandalay,Member,Male,Home and lifestyle,60.38,10,2/12/2019,16:19,Cash,6
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,1/1/2019,19:48,Credit card,7
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,3/21/2019,15:25,Ewallet,6.6
709-58-4068,C,Mandalay,Normal,Female,Fashion accessories,41.09,10,2/28/2019,14:42,Cash,7.3
795-49-7276,B,Yangon,Normal,Male,Fashion accessories,37.15,4,3/23/2019,18:59,Ewallet,8.3
556-72-8512,A,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1/30/2019,20:47,Cash,4.3
627-95-3243,A,Mandalay,Member,Female,Home and lifestyle,77.68,9,2/4/2019,13:21,Ewallet,9.8
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3/13/2019,19:48,Ewallet,8.2
510-09-5628,C,Yangon,Member,Female,Fashion accessories,19.66,10,3/15/2019,18:20,Credit card,7.2
608-04-3797,A,Mandalay,Member,Female,Health and beauty,25.32,8,3/5/2019,20:24,Ewallet,8.7
148-82-2527,B,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,3/5/2019,13:44,Credit card,8.4
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,2/26/2019,11:48,Ewallet,7.1
632-32-4574,C,Mandalay,Normal,Male,Sports and travel,75.92,8,3/20/2019,14:14,Cash,5.5
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,1/1/2019,15:51,Cash,8.5
862-59-8517,A,Naypyitaw,Normal,Female,Food and beverages,90.24,6,1/27/2019,11:17,Cash,6.2
401-18-8016,A,Mandalay,Member,Female,Sports and travel,98.13,1,1/21/2019,17:36,Cash,8.9
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,2/2/2019,15:47,Cash,9.6
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,2/3/2019,15:53,Credit card,5.4
573-98-8548,B,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1/5/2019,12:40,Ewallet,9.1
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,1/27/2019,19:48,Ewallet,9
